60.00000000000001	1.1344620262089848e-27
66.24000000000001	1.5265013177052664e-27
72.48	1.9998193498103043e-27
78.72	2.5620728154799947e-27
84.96000000000001	3.2209184076702348e-27
91.2	3.984012819336922e-27
91.2	1.1747009211772343e-27
100.68480000000001	1.5806456828518898e-27
110.1696	2.070752108169257e-27
119.65440000000001	2.6529484697913315e-27
129.13920000000002	3.335163040380108e-27
138.624	4.125324092597582e-27
138.624	1.2722807651421711e-27
153.040896	1.711946472964462e-27
167.457792	2.242764970305025e-27
181.87468800000002	2.8733231141474646e-27
196.291584	3.6122077614753874e-27
210.70848	4.4680057692723954e-27
210.70848	1.5687209051659898e-27
232.62216192000002	2.1108282811808736e-27
254.53584384	2.7653269550910212e-27
276.44952576000003	3.542804512930044e-27
298.36320768	4.453848540731556e-27
320.2768896	5.509046624529165e-27
320.2768896	1.7429790941763792e-27
353.5856861184	2.3453053716430366e-27
386.89448263680003	3.072507707020113e-27
420.20327915520005	3.9363497869223605e-27
453.5120756736	4.948595297964525e-27
486.820872192	6.121007926761361e-27
486.820872192	1.7957840682736602e-27
537.4502428999681	2.41635831187256e-27
588.079613607936	3.1655918354671965e-27
638.7089843159041	4.055604716158614e-27
689.3383550238719	5.098517031047859e-27
739.96772573184	6.306448857235986e-27
739.9677257318401	1.6108777772345225e-27
816.9243692079515	2.1675534242674104e-27
893.881012684063	2.839640706051778e-27
970.8376561601742	3.6380117331076894e-27
1047.7942996362858	4.5735386159552134e-27
1124.750943112397	5.657093465114415e-27
