80.0	5.622840438262327e-26
88.0	6.803636930297414e-26
96.0	8.096890231097748e-26
104.0	9.502600340663331e-26
112.0	1.1020767258994157e-25
120.00000000000001	1.265139098609023e-25
120.00000000000001	6.254002840648395e-26
132.0	7.567343437184558e-26
144.0	9.00576409053369e-26
156.0	1.0569264800695787e-25
168.0	1.2257845567670851e-25
180.0	1.407150639145889e-25
180.0	6.27388703897543e-26
198.0	7.59140331716027e-26
216.0	9.034397336124619e-26
234.00000000000003	1.0602869095868477e-25
252.00000000000003	1.2296818596391844e-25
270.0	1.4116245837694717e-25
270.0	6.385374424706426e-26
297.0	7.726303053894776e-26
324.0	9.194939171577255e-26
351.0	1.079128277775386e-25
378.0	1.2515333872424598e-25
405.0	1.436709245558946e-25
405.0	6.60731983970627e-26
445.5	7.994857006044589e-26
486.00000000000006	9.514540569177031e-26
526.5	1.1166370529103598e-25
567.0	1.2950346885824294e-25
607.5	1.486646963933911e-25
607.5	7.26613653211184e-26
668.25	8.792025203855327e-26
729.0	1.0463236606241052e-25
789.75	1.227977073926901e-25
850.5	1.4241627602939201e-25
911.25	1.6348807197251639e-25
911.25	7.377881766506423e-26
1002.3750000000001	8.927236937472772e-26
1093.5	1.0624149743769247e-25
1184.625	1.246862018539585e-25
1275.75	1.446064826235259e-25
1366.875	1.6600233974639452e-25
